# Name tokens from the Wikidata entity registry: every given-name and family-name item
# borne by at least five subjects, written as each of the registry's labels for it, with
# the token's dominant Unicode script and the item's bearer count as prominence. A row
# says the registry records people bearing the token as a name part — 王 is a family name
# written in Han script; Alexander, Александр and 亚历山大 are one given name written
# three ways. Whether a sampled value is made of such tokens is the caller's question,
# answered by votes this file does not cast.
#
# Name: Wikidata given and family names
# Publisher: Wikidata
# Kind: words
# Source: Wikidata, items referenced as a person's given name (P735) or family name
#   (P734) by at least five subjects, under every rdfs:label in every language; the
#   script is the majority Unicode script of the token's letters. Queried via the
#   QLever SPARQL endpoint (https://qlever.dev/api/wikidata).
# Licence: CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/).
# Regenerate: ./gradlew :lexicon-extraction:extractWikidataNames
#
# token	script	kind	bearers
林奇-布洛斯	HAN	family	108
林奇-布鲁斯	HAN	family	108
林奈	HAN	family	10
林奈特	HAN	family	7
林奎斯特	HAN	family	242
林妮	HAN	given	189
林姆	HAN	family	23
林姆斯基	HAN	family	5
林姆斯基-高沙可夫	HAN	family	8
林娜	HAN	given	10
林孔	HAN	family	20
林宗	HAN	given	14
林尼	HAN	family	18
林崎	HAN	family	7
林巴赫	HAN	family	48
林布里克	HAN	family	7
林德	HAN	family	517
林德	HAN	given	84
林德伯格	HAN	family	519
林德佛斯	HAN	family	84
林德克内希特	HAN	family	15
林德克内荷特	HAN	family	15
林德勒夫	HAN	family	18
林德堡	HAN	family	519
林德尔	HAN	given	5
林德布洛姆	HAN	family	102
林德拉	HAN	given	48
林德斯	HAN	family	18
林德斯特伦	HAN	family	22
林德斯特罗姆	HAN	family	373
林德曼	HAN	family	53
林德爾	HAN	given	5
林德特	HAN	given	322
林德納	HAN	family	641
林德纳	HAN	family	641
林德罗斯	HAN	family	62
林德罗特	HAN	family	27
林德羅斯	HAN	family	62
林德羅特	HAN	family	27
林德舍	HAN	family	6
林德霍姆	HAN	family	12
林德马克	HAN	family	41
林恩	HAN	family	318
林恩	HAN	given	717
林托特	HAN	family	13
林斯	HAN	family	27
林斯史壯	HAN	family	14
林斯塔德	HAN	family	15
林斯壯	HAN	family	22
林斯格万德尔	HAN	family	5
林斯格萬德爾	HAN	family	5
林斯特罗姆	HAN	family	14
林根	HAN	family	32
林根費特	HAN	family	11
林根费尔特	HAN	family	11
林格	HAN	family	28
林格伦	HAN	family	399
林格倫	HAN	family	399
林汤德尔	HAN	family	15
林沃德	HAN	family	17
林湯德爾	HAN	family	15
林特	HAN	family	8
林瑙	HAN	family	23
林田	HAN	family	35
林登	HAN	family	181
林登	HAN	given	106
林登堡	HAN	family	133
林登施密特	HAN	family	5
林登貝格	HAN	family	133
林登迈尔	HAN	family	16
林登邁爾	HAN	family	16
林納	HAN	family	55
林納斯	HAN	given	352
林肯	HAN	family	332
林肯	HAN	given	408
林茨	HAN	family	72
林茲	HAN	family	76
林菲尔德	HAN	family	11
林諾夫斯基	HAN	family	7
林诺夫斯基	HAN	family	7
林诺特	HAN	family	9
林貝克	HAN	family	7
林貝格	HAN	family	36
林賽	HAN	family	220
林賽	HAN	given	1558
林賽-霍格	HAN	family	5
林賽-麥克道格	HAN	family	8
林賽/林西	HAN	family	220
林賽/琳賽	HAN	given	1558
林贝克	HAN	family	7
林贝格	HAN	family	36
林赛	HAN	family	1218
林赛	HAN	given	774
林赛-霍格	HAN	family	5
林赛-麦克杜格尔	HAN	family	8
林赛/琳赛	HAN	given	1558
林达	HAN	family	35
林达尔	HAN	family	149
林迪格	HAN	family	10
林道	HAN	family	55
林道夫	HAN	family	8
林道尔	HAN	family	160
林道爾	HAN	family	160
林達	HAN	family	35
林達爾	HAN	family	149
林霍姆	HAN	family	231
林霍尔姆	HAN	family	231
林頓	HAN	given	20
林顿	HAN	given	20
林馬克	HAN	family	41
林高	HAN	family	8
果戈理	HAN	family	11
果林	HAN	given	9
枝松	HAN	family	6
柊	HAN	family	33
柊	HAN	given	8
柊木	HAN	family	5
柏	HAN	family	81
柏	HAN	given	36
柏世奇	HAN	family	21
柏保路	HAN	given	4763
柏倫德	HAN	given	301
柏克曼	HAN	family	199
柏克莉	HAN	given	5
柏克萊	HAN	family	25
柏內利	HAN	family	15
柏利	HAN	family	9
柏原	HAN	family	25
柏基特	HAN	family	45
柏塔	HAN	given	2871
柏塞克	HAN	family	5
柏塞爾	HAN	family	397
柏奈特	HAN	family	680
柏安力	HAN	family	17
柏寧頓	HAN	family	243
柏尔娜蒂娜/贝尔纳迪纳	HAN	given	35
柏尼克	HAN	family	29
柏尼法斯	HAN	family	5
柏崎	HAN	family	10
柏度斯	HAN	family	21
柏德溫	HAN	given	148
柏恩	HAN	family	905
柏恩斯	HAN	family	10
柏恩特	HAN	family	357
柏恩菲多瓦	HAN	family	5
柏恩菲爾德	HAN	family	16
柏托克	HAN	family	13
柏托利諾	HAN	family	32
柏托尼	HAN	family	25
柏托洛帝	HAN	family	57
柏拉图	HAN	family	5
柏拉图	HAN	given	15
柏拉圖	HAN	family	35
柏拉圖	HAN	given	15
柏拉頓	HAN	family	26
柏拉頓	HAN	given	15
柏捷高	HAN	family	548
柏斯	HAN	family	68
柏斯哥利	HAN	family	80
柏斯圖李奧	HAN	family	14
柏斯坦	HAN	family	59
柏曼	HAN	family	28
柏木	HAN	family	61
柏本克	HAN	family	46
柏杜	HAN	family	17
柏林	HAN	family	49
柏林	HAN	given	11
柏林納	HAN	family	15
柏柏爾	HAN	family	32
柏查爾	HAN	family	61
柏格	HAN	family	1866
柏格曼	HAN	family	58
柏格曼斯	HAN	family	16
柏格森	HAN	family	30
柏格特	HAN	given	15
柏格魯	HAN	family	6
柏森斯	HAN	family	22
柏洛特	HAN	family	9
柏漢	HAN	given	7
柏爾瓦	HAN	given	50
柏特森	HAN	family	94
柏特萊姆	HAN	family	317
柏特萊姆	HAN	given	906
柏瑞拉	HAN	family	46
柏瑞蒂	HAN	family	71
柏瑞里斯	HAN	family	20
柏田	HAN	family	9
柏科維基	HAN	family	13
柏納	HAN	family	23
柏美尼	HAN	given	36
柏翰	HAN	family	6
柏肯	HAN	family	41
柏芬洛夫	HAN	family	33
柏莎	HAN	given	2166
柏西	HAN	given	1800
柏赫	HAN	family	14
柏迪卡	HAN	family	24
柏那尼	HAN	family	11
柏里斯	HAN	family	10
柏野	HAN	family	9
柏金	HAN	family	41
柏金斯	HAN	family	1001
柏金肖	HAN	family	7
柏雲	HAN	family	80
柏雷戈	HAN	family	16
柏麥	HAN	family	233
某	HAN	family	29
某	HAN	given	808
染矢	HAN	family	5
染谷	HAN	family	12
柔	HAN	given	13
柔伊	HAN	given	962
柔婭	HAN	given	254
柔菲雅	HAN	given	1744
柔雅	HAN	given	45
柘植	HAN	family	17
柚木	HAN	family	24
查	HAN	family	317
查佩	HAN	family	8
查佩利埃	HAN	family	5
查佩尔	HAN	family	9
查佩拉	HAN	family	8
查佩林	HAN	family	8
查佩爾	HAN	family	181
查侬	HAN	family	39
查倫	HAN	family	89
查克	HAN	family	176
查克	HAN	given	1173
查克尔	HAN	family	13
查克拉博蒂	HAN	family	84
查克拉巴蒂	HAN	family	84
查克斯	HAN	family	10
查克祖斯基	HAN	family	137
查克里	HAN	family	30
查克里	HAN	given	1379
查克雷伯蒂	HAN	family	76
查兰	HAN	family	28
查兹	HAN	given	56
查利尔	HAN	family	8
查利斯	HAN	given	44
查利耶	HAN	family	8
查卡	HAN	family	16
查卡莉娜	HAN	given	6
查因	HAN	family	19
查坦	HAN	family	19
查埔	HAN	given	8
查基	HAN	given	29
查基洛夫	HAN	family	36
查塔	HAN	family	7
查塔姆	HAN	family	19
查夏	HAN	family	13
查奥尔	HAN	family	407
查奧爾	HAN	family	407
查姓	HAN	family	317
查娃	HAN	given	11
查孔	HAN	family	95
查尔	HAN	family	9
查尔斯	HAN	family	649
查尔斯-亨利	HAN	given	119
查尔斯-安托万	HAN	given	26
查尔斯-弗朗索瓦	HAN	given	99
查尔斯-爱德华	HAN	given	42
查尔斯-约瑟夫	HAN	given	31
查尔斯·弗雷德里克	HAN	given	23
查尔斯·玛丽	HAN	given	19
查尔斯·罗伯特	HAN	given	12
查尔斯·迈克尔	HAN	given	16
查尔斯沃思	HAN	family	70
查尔斯顿	HAN	family	18
查尔梅坦特	HAN	family	5
查尔顿	HAN	family	268
查尔顿	HAN	given	65
查尼	HAN	given	43
查巴拉拉	HAN	family	42
查希尔	HAN	family	9
查希爾	HAN	family	19
查希爾	HAN	given	8
查帕卡	HAN	family	6
查帕罗	HAN	family	57
查帕羅	HAN	family	57
查平	HAN	family	145
查得	HAN	family	14
查德	HAN	family	10
查德	HAN	given	1136
查德伯恩	HAN	family	6
查德克夫	HAN	family	16
查德威克	HAN	given	36
查德維克	HAN	family	305
查德维克	HAN	family	305
查德韦尔	HAN	family	9
查德頓	HAN	family	10
查德顿	HAN	family	10
查恩斯	HAN	family	113
查恩斯	HAN	given	98
查拉	HAN	family	8
查拉普	HAN	family	7
查拉維斯基	HAN	family	154
查斯	HAN	family	23
查斯	HAN	given	333
查斯特	HAN	family	183
查斯特	HAN	given	746
查普尔	HAN	family	181
查普尔	HAN	given	21
查普曼	HAN	family	1793
查普曼	HAN	given	68
查普林	HAN	family	210
查普爾	HAN	family	86
查普爾	HAN	given	21
查柏爾	HAN	family	30
查梅坦特	HAN	family	5
查欣	HAN	family	21
查比羅	HAN	family	7
查波托	HAN	family	7
查泽雷	HAN	family	12
查澤雷	HAN	family	12
查爾	HAN	family	9
查爾斯-喬瑟夫	HAN	given	31
查爾斯-安托萬	HAN	given	26
查爾斯-弗朗索瓦	HAN	given	99
查爾斯-愛德華	HAN	given	42
查爾斯-昂利	HAN	given	119
查爾斯-馬利	HAN	given	19
查爾斯·福瑞德	HAN	given	23
查爾斯·麥克	HAN	given	16
查爾斯沃思	HAN	family	70
查爾斯頓	HAN	family	18
查爾頓	HAN	family	268
查特吉	HAN	family	103
查特尔	HAN	family	21
查特曼	HAN	family	50
查特维迪	HAN	family	46
查特韋爾	HAN	family	9
查珀尔	HAN	family	30
查理	HAN	family	649
查理	HAN	given	3014
查理修斯	HAN	family	13
查理尔	HAN	family	89
查理斯	HAN	family	649
查瑞特	HAN	family	43
查瓦斯卡	HAN	family	51
查科	HAN	family	31
查納爾	HAN	family	11
查維特	HAN	family	32
查維茲	HAN	family	307
查纳	HAN	family	7
查纳尔	HAN	family	11
查罗	HAN	family	5
查羅	HAN	family	5
查肯	HAN	family	95
查茲	HAN	given	56
查茲尼可勞	HAN	family	14
查莫洛	HAN	family	89
查莫罗	HAN	family	89
查萨涅	HAN	family	32
查蘭	HAN	family	28
查诺特	HAN	family	8
查赫爾	HAN	family	97
查農	HAN	family	61
查里	HAN	family	9
查里尔	HAN	family	72
查里特	HAN	family	56
查雀松	HAN	family	41
查雅	HAN	given	38
查霍爾	HAN	family	8
查韋斯	HAN	family	307
查韦斯	HAN	family	307
查韦罗	HAN	family	7
查韦罗特	HAN	family	5
查馬	HAN	family	8
查馬德	HAN	family	16
查马	HAN	family	8
查马德	HAN	family	16
查鲁埃斯特	HAN	family	5
查默斯	HAN	family	229
查齐尼古拉乌	HAN	family	14
柯	HAN	family	444
柯	HAN	given	38
柯丝廷	HAN	given	135
柯丝蒂	HAN	given	224
柯丽娜	HAN	given	15
柯伊	HAN	family	8
柯佩拉	HAN	family	66
柯倫克	HAN	family	33
柯倫達	HAN	family	20
柯克	HAN	family	583
柯克	HAN	given	515
柯克伍德	HAN	family	120
柯克兰	HAN	family	153
柯克加德	HAN	family	38
柯克勞夫	HAN	family	29
柯克尼	HAN	family	648
柯克帕特里克	HAN	family	653
柯克曼	HAN	family	42
柯克本	HAN	family	438
柯克比	HAN	family	21
柯克汉姆	HAN	family	69
柯克漢姆	HAN	family	69
柯克瓦格	HAN	family	5
柯克萨尔	HAN	family	79
柯克薩爾	HAN	family	79
柯克蘭	HAN	family	153
柯凡契	HAN	given	29
柯凱恩	HAN	family	26
柯列瓦	HAN	family	8
柯利	HAN	family	109
柯利	HAN	given	10
柯利奇	HAN	family	19
柯利巴里	HAN	family	172
柯利斯	HAN	family	65
柯利福	HAN	family	59
柯利納	HAN	family	22
柯利許	HAN	family	17
柯利諾	HAN	family	10
柯南	HAN	family	36
柯南	HAN	given	38
柯南特	HAN	family	106
柯博	HAN	family	61
柯博利	HAN	family	58
柯卡	HAN	family	50
柯基亞	HAN	family	5
柯塔	HAN	family	38
柯塔克	HAN	family	5
柯塔吉亞尼	HAN	family	9
柯塞妮亞	HAN	given	36
柯士德	HAN	family	103
柯多瓦	HAN	family	15
柯多華	HAN	family	69
柯夫塔	HAN	family	6
柯奇什	HAN	family	170
柯奈羅	HAN	family	6
柯姆	HAN	family	6
柯姆	HAN	given	125
柯姆克	HAN	family	6
柯安娜	HAN	given	15
柯宾	HAN	family	156
柯寧斯沃斯	HAN	family	11
柯尔	HAN	family	13
柯尔斯滕	HAN	family	97
柯尔斯滕	HAN	given	1728
柯尔斯蒂	HAN	given	226
柯尼利斯	HAN	family	44
柯尼利斯	HAN	given	3107
柯尼利森	HAN	family	81
柯尼希	HAN	family	1069
柯尼希斯泰因	HAN	family	27
柯尼拉克	HAN	family	8
柯尼格	HAN	family	8
柯岡	HAN	family	77
柯布	HAN	family	481
柯布斯	HAN	family	23
柯布札	HAN	family	10
柯希斯基	HAN	family	38
柯席茨	HAN	family	10
柯德	HAN	family	17
柯德威	HAN	family	5
柯德羅	HAN	family	102
柯思亞	HAN	given	6
柯恩	HAN	family	1400
柯恩	HAN	given	435
柯恩迪	HAN	family	7
柯拉	HAN	family	58
柯拉	HAN	given	5
柯拉佐	HAN	family	30
柯拉希默	HAN	family	8
柯拉斯	HAN	family	91
柯拉斯	HAN	given	8
柯拉桑提	HAN	family	20
柯拉沃勒	HAN	given	6
柯拉琳	HAN	given	18
柯提斯	HAN	family	1680
柯提斯	HAN	given	1166
柯文頓	HAN	family	143
柯斯	HAN	family	7
柯斯卡萊利	HAN	family	6
柯斯卡魯埃拉	HAN	family	9
柯斯塔	HAN	family	1819
柯斯塔	HAN	given	45
柯斯塔/科斯塔	HAN	family	1819
柯斯塔克	HAN	family	34
柯斯塔斯	HAN	family	49
柯斯塔斯	HAN	given	396
柯斯夢	HAN	given	93
柯斯奇米厄斯	HAN	family	36
柯斯提	HAN	family	15
柯斯泰提	HAN	family	6
柯斯特	HAN	family	17
柯斯登柯	HAN	family	55
柯斯米娜	HAN	given	16
柯斯蒂列夫	HAN	family	19
柯斯蒂拉	HAN	family	8
柯斯蒂根	HAN	family	43
柯斯達	HAN	family	50
柯普	HAN	family	373
柯普欽斯基	HAN	family	33
柯普蘭	HAN	family	35
柯曼	HAN	family	27
柯曼尼洛	HAN	family	8
柯曼西尼	HAN	family	11
柯曾	HAN	family	221
柯朗	HAN	family	6
柯本	HAN	family	133
柯杜拉	HAN	given	21
柯林	HAN	family	339
柯林	HAN	given	277
柯林伍德	HAN	family	70
柯林奇	HAN	family	41
柯林尼	HAN	family	25
柯林德	HAN	family	7
柯林斯	HAN	family	3016
柯林斯	HAN	given	86
柯林武德	HAN	family	70
柯林金	HAN	family	12
柯林頓	HAN	given	485
柯根	HAN	family	77
柯梅那瑞斯	HAN	family	27
柯森	HAN	family	45
柯森科	HAN	family	21
柯比	HAN	family	589
柯比	HAN	given	67
柯比尼安	HAN	given	95
柯比洛	HAN	family	16
柯沙羅	HAN	family	20
柯波	HAN	family	61
柯波拉	HAN	family	231
柯波曼	HAN	family	14
柯洛	HAN	family	10
柯洛什	HAN	given	24
柯洛托香	HAN	family	15
柯洛斯	HAN	family	10
柯洛斯夫	HAN	family	6
柯洛斯瓦里	HAN	family	7
柯洛爾	HAN	family	19
柯洛茲瓦里	HAN	family	7
柯洛里	HAN	given	273
柯涅盧普	HAN	family	26
柯爾	HAN	family	1804
柯爾	HAN	given	348
柯爾-漢密爾頓	HAN	family	24
柯爾伯恩	HAN	family	44
柯爾德斯	HAN	family	7
柯爾悌	HAN	family	181
柯爾斯滕	HAN	given	1728
柯爾曼	HAN	given	124
柯爾曼尼	HAN	family	6
柯爾汀	HAN	family	9
柯爾納魯	HAN	given	109
柯爾莉	HAN	given	13
柯爾貝阿努	HAN	family	5
柯爾霍寧	HAN	family	302
柯爾頓	HAN	family	87
柯爾頓	HAN	given	86
柯特	HAN	family	41
柯特	HAN	given	32
柯特克	HAN	family	68
柯特利	HAN	family	17
柯特奈	HAN	given	78
柯特曼奇	HAN	family	15
柯班	HAN	family	7
柯琳	HAN	given	760
柯琳娜	HAN	given	841
柯瑞	HAN	family	520
柯瑞	HAN	given	785
柯瑞-萊特	HAN	family	13
柯瑞亞	HAN	family	343
柯瑞拉	HAN	family	15
柯瑞斯	HAN	family	14
柯瑞根	HAN	family	143
柯瑞爾	HAN	family	16
柯瑞皮	HAN	family	5
柯瑞莎	HAN	given	8
柯瑞頓	HAN	family	31
柯瓦契	HAN	family	34
柯瓦盧畢亞斯	HAN	family	30
柯登	HAN	family	11
柯立芝	HAN	family	115
柯第爾	HAN	family	171
柯納	HAN	family	85
柯絲蒂	HAN	given	224
柯維爾	HAN	family	19
柯羅寧	HAN	family	12
柯羅尼爾	HAN	family	9
柯羅瑟/克勞澤	HAN	family	15
柯羅納	HAN	family	70
柯能	HAN	family	110
柯舍林	HAN	family	6
柯茲羅斯基	HAN	family	30
柯莉	HAN	given	13
柯莱特	HAN	given	34
柯菲	HAN	family	277
柯萊特	HAN	family	28
柯萊特	HAN	given	34
柯萊瑞	HAN	family	221
柯萊門特	HAN	given	75
柯蒂斯	HAN	family	1680
柯蒂斯	HAN	given	1166
柯蓋德	HAN	family	25
柯蕊絲蒂娜	HAN	given	248
柯蕾特	HAN	given	765
柯薩	HAN	family	7
柯薩克	HAN	family	26
柯薩考斯基	HAN	family	6
柯薩雷克	HAN	family	8
柯蘭	HAN	family	291
柯蘭吉	HAN	family	12
柯西伊	HAN	given	26
柯西奥	HAN	family	66
柯西歐	HAN	family	10
柯西耶	HAN	family	6
柯諾耶	HAN	family	31
柯貝塔	HAN	family	23
柯貝格	HAN	family	8
柯貝爾	HAN	family	13
柯貝特	HAN	family	29
柯貝羅	HAN	family	30
柯賓	HAN	family	156
柯賴里	HAN	family	14
柯賽塔	HAN	given	12
柯贊	HAN	family	14
柯贊澤夫斯基	HAN	family	5
柯贝拉	HAN	family	66
柯达	HAN	family	68
柯达特	HAN	family	17
柯迪	HAN	given	6
柯連德	HAN	family	51
柯里	HAN	family	520
柯里	HAN	given	17
柯里尔	HAN	family	63
柯里昂	HAN	family	16
柯里森	HAN	family	42
柯金斯基	HAN	family	70
柯門特	HAN	family	6
柯阿特	HAN	family	7
柯隆	HAN	family	41
柯雅	HAN	given	57
柯雷根	HAN	family	5
柯雷茨	HAN	family	29
柯霍	HAN	family	3476
柯頓	HAN	family	14
柯馬	HAN	family	24
柯馬斯	HAN	family	96
柯騰	HAN	family	9
柯麗娜	HAN	given	378
柯麥克	HAN	given	76
柯默	HAN	family	32
柯齐	HAN	family	7
柱	HAN	given	75
柳	HAN	family	1119
柳	HAN	given	10
柳井	HAN	family	23
柳利	HAN	family	10
柳博米尔	HAN	given	116
柳博芙	HAN	given	327
柳原	HAN	family	17
柳川	HAN	family	24
柳德米拉	HAN	given	925
柳德维特	HAN	given	21
柳恩格曼	HAN	family	28
柳本	HAN	family	7
柳本	HAN	given	18
柳比察	HAN	given	65
柳比沙	HAN	given	42
柳比莫夫	HAN	family	21
柳沢	HAN	family	17
柳沼	HAN	family	10
柳波米爾	HAN	given	116
柳澤	HAN	family	74
柳瀨	HAN	family	11
柳瀬	HAN	family	11
柳生	HAN	family	19
柳田	HAN	family	21
柳科宁	HAN	family	29
柳芭	HAN	given	60
柳谷	HAN	family	5
柳齊	HAN	family	20
柴	HAN	family	366
柴克	HAN	given	289
柴克斯	HAN	family	41
柴原	HAN	family	5
柴可夫斯基	HAN	family	28
柴培爾/查佩爾	HAN	family	9
柴契爾	HAN	family	102
柴契爾	HAN	given	10
柴尔兹	HAN	family	207
柴尔德	HAN	family	213
柴山	HAN	family	17
柴崎	HAN	family	11
柴德奈特	HAN	family	29
柴德曼	HAN	family	12
柴拉夫列夫	HAN	family	100
柴本	HAN	family	8
柴森	HAN	family	8
柴爾德	HAN	family	213
柴爾德·維利爾斯	HAN	family	7
柴爾德斯	HAN	family	91
柴爾德里斯	HAN	family	68
柴爾茲	HAN	family	207
柴爾茲	HAN	given	9
柴特林	HAN	family	10
柴田	HAN	family	155
柴莫魯	HAN	family	7
柴蒂	HAN	family	11
柴野	HAN	family	10
柷	HAN	given	5
査	HAN	family	317
柿崎	HAN	family	11
柿本	HAN	family	9
柿沼	HAN	family	5
栁	HAN	family	11
栄	HAN	family	6
栄	HAN	given	622
栄一	HAN	given	12
栄二	HAN	given	33
栄二郎	HAN	given	7
栄司	HAN	given	16
栄次	HAN	given	22
栄次郎	HAN	given	18
栄治	HAN	given	56
栄治郎	HAN	given	6
标	HAN	given	81
树	HAN	given	25
栗	HAN	family	107
栗原	HAN	family	120
栗姓	HAN	family	107
栗山	HAN	family	20
栗木	HAN	family	5
栗本	HAN	family	7
栗林	HAN	family	19
栗田	HAN	family	32
栢	HAN	family	33
根	HAN	family	10
根井	HAN	family	5
根伯什	HAN	family	37
根來	HAN	family	5
根克	HAN	given	51
根利殊	HAN	family	6
根可	HAN	family	8
根奇	HAN	family	24
根奇蒂爾克	HAN	family	8
根岸	HAN	family	38
根德勒	HAN	family	8
根斯	HAN	family	6
根本	HAN	family	85
根来	HAN	family	5
根柏格	HAN	family	5
根津	HAN	family	10
根特奇	HAN	family	24
根科	HAN	family	8
根纳季	HAN	given	1211
根茨	HAN	family	93
根茨图尔克	HAN	family	8
格	HAN	family	23
格	HAN	given	99
格伦	HAN	family	69
格伦	HAN	given	2139
格伦伯格	HAN	family	34
格伦农	HAN	family	41
格伦尼	HAN	family	11
格伦尼斯特	HAN	family	18
格伦巴赫	HAN	family	26
格伦德斯特伦	HAN	family	12
格伦德曼	HAN	family	125
格伦斯坦	HAN	family	8
格伦格	HAN	given	725
格伦索	HAN	family	6
格伦纳	HAN	family	5
格伦维尔	HAN	family	136
格伦茨维格	HAN	family	22
格伦费尔	HAN	family	185
格伦达尔	HAN	family	23
格伦迪格	HAN	family	9
格伯尼	HAN	family	14
格伯特	HAN	family	12
格來	HAN	family	12
格來	HAN	given	13
格倫	HAN	family	69
格倫	HAN	given	957
格倫堡	HAN	family	34
格倫尼伍爾德	HAN	family	10
格倫巴赫	HAN	family	7
格倫索	HAN	family	6
格倫維爾	HAN	family	136
格倫菲爾	HAN	family	185
格倫農	HAN	family	41
格倫迪寧	HAN	family	38
格倫迪格	HAN	family	9
格倫達爾	HAN	family	23
格傑恩	HAN	family	6
格克	HAN	family	12
格克切	HAN	given	67
格克汗	HAN	given	348
格克爾	HAN	family	18
格內拉	HAN	family	8
格內科	HAN	family	23
格內麥爾	HAN	family	18
格兰	HAN	family	80
格兰伯格	HAN	family	58
格兰奎斯特	HAN	family	30
格兰妮	HAN	given	23
格兰姆斯	HAN	family	12
格兰德	HAN	family	171
格兰德斯	HAN	family	7
格兰斯	HAN	family	15
格兰斯特伦	HAN	family	35
格兰杰	HAN	family	243
格兰特	HAN	family	2810
格兰特	HAN	given	1432
格兰特-萨蒂	HAN	family	39
格兰瑟姆	HAN	family	77
格兰登	HAN	family	8
格兰登	HAN	given	12
格兰纳特	HAN	family	28
格兰维尔	HAN	family	137
格兰维尔	HAN	given	8
格兰茨	HAN	family	16
格兰莫	HAN	family	36
格兰诺	HAN	family	15
格兰迪	HAN	family	117
格兰迪宁	HAN	family	38
格兰迪森	HAN	family	12
格兹	HAN	family	20
格兹德	HAN	given	85
格内斯特	HAN	family	106
格凡納雷	HAN	family	5
格凯尔	HAN	family	18
格切尔	HAN	family	6
格切爾	HAN	family	10
格列佛	HAN	family	55
格列佛	HAN	given	15
格列博夫	HAN	family	7
格列布	HAN	given	150
格列布涅夫	HAN	family	13
格列柯	HAN	family	360
格列波基	HAN	family	15
格列波夫	HAN	family	7
格列波瓦	HAN	family	7
格列浩夫	HAN	family	76
格列甘	HAN	family	8
格列边希科夫	HAN	family	13
格利	HAN	family	42
格利夫	HAN	family	24
格利奇	HAN	family	5
格利扎	HAN	family	9
格利菲斯	HAN	given	8
格加	HAN	family	26
格劳	HAN	family	539
格劳厄	HAN	family	15
格劳尔	HAN	family	55
格劳特	HAN	family	41
格劳科	HAN	given	97
格勒	HAN	given	165
格勒克勒	HAN	family	19
格勒克纳	HAN	family	42
格勒内迈尔	HAN	family	5
格勒宁	HAN	family	9
格勒杰	HAN	family	17
格勒納	HAN	family	5
格勞斯	HAN	family	22
格勞曼	HAN	family	35
格勞沃特	HAN	family	13
格勞科	HAN	given	97
格勞茲	HAN	family	13
格勞茲史特隆	HAN	family	12
格南	HAN	given	11
格南德特	HAN	family	21
格博	HAN	family	8
格博尔	HAN	family	5
格卢什科	HAN	family	14
格卢克	HAN	family	43
格吕克	HAN	family	243
格吕克利希	HAN	family	26
格吕克塞利格	HAN	family	25
格吕克斯曼	HAN	family	38
格吕特尔	HAN	family	7
格吕考夫	HAN	family	18
格吕能沃尔德	HAN	family	10
格吕菲乌斯	HAN	family	7
格呂內瓦爾德	HAN	family	213
格呂菲烏斯	HAN	family	7
格呂頓	HAN	family	7
格哈兹	HAN	family	50
格哈德	HAN	family	254
格哈德	HAN	given	8452
格哈德斯	HAN	given	106
格哈德森	HAN	family	7
格哈德茲	HAN	family	50
格哈森	HAN	family	7
格哈特	HAN	family	307
格哈特	HAN	given	127
格哈迪	HAN	family	5
格塞尔	HAN	family	49
格奇	HAN	family	18
格奈嘉	HAN	family	16
格奥尔吉	HAN	given	2222
格奥尔吉耶夫	HAN	family	6
格奥尔基	HAN	family	162
格奥尔基	HAN	given	1260
格奥尔基耶	HAN	given	12
格奥尔基耶夫	HAN	family	84
格奥尔格	HAN	family	63
格奥尔格	HAN	given	20394
格奥尔盖泽	HAN	family	11
格奥瓦娜	HAN	given	18
格奧基耶	HAN	given	12
