# Wiktionary topic vocabulary, one row per headword: the word (multi-word phrases carry
# underscores, the written form the bundled WordNet resources use) and the union of topic
# labels across its senses, comma-separated. The dictionary saying which domains claim the
# word — membership is a vote's evidence, never a decision.
#
# Name: Wiktionary topic vocabulary
# Publisher: Wiktionary, through wiktextract at kaikki.org
# Kind: words
# Source: Wiktionary (https://en.wiktionary.org/), read from the wiktextract JSONL published
#   at kaikki.org (https://kaikki.org/dictionary/English/); Tatu Ylonen: "Wiktextract:
#   Wiktionary as Machine-Readable Structured Data", LREC 2022.
# Licence: this data file is derived from Wiktionary content and is distributed under
#   CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0/). The licence attaches to
#   this file, not to the code that reads or produced it.
# Generated by WiktionaryExtraction: 185768 words.
xxxs	business,clothing,fashion,lifestyle,manufacturing,textiles
xxxxl	business,clothing,fashion,lifestyle,manufacturing,textiles
xy	lifestyle
xy_system	biology,natural-sciences
xyelid	biology,natural-sciences,zoology
xyl.	entertainment,lifestyle,music
xylamide	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylanase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylanesterase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylanohydrolase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylanolysis	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylanolytic	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylariaceous	biology,mycology,natural-sciences
xylaric_acid	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylarinic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylate	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylazine	medicine,pharmacology,sciences
xylazole	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylem	biology,botany,natural-sciences
xylematic	biology,natural-sciences
xylemic	biology,botany,natural-sciences
xylene	chemistry,natural-sciences,physical-sciences
xylene_musk	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylenol	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylenol_orange	chemistry,natural-sciences,organic-chemistry,physical-sciences
xyletic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylic	chemistry,natural-sciences,physical-sciences
xylidic	chemistry,natural-sciences,physical-sciences
xylidine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylite	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylitol	chemistry,natural-sciences,physical-sciences
xylitone	chemistry,natural-sciences,physical-sciences
xylobiose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylobiotic	biology,natural-sciences
xylocarp	biology,botany,natural-sciences
xyloccensin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylochemistry	chemistry,natural-sciences,physical-sciences
xylochlore	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xylocopid	biology,natural-sciences,zoology
xylocoumarol	medicine,pharmacology,sciences
xylodextrin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylofucogalactan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylofucoglycuronan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylofucomannan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylofuranose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylofuranoside	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylogalactan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylogalacturonase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylogenous	biology,natural-sciences
xyloglucan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xyloglucanase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylogranatin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xyloheptaose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylohexaose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylohydroquinone	chemistry,natural-sciences,organic-chemistry,physical-sciences
xyloidin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xyloidone	chemistry,natural-sciences,organic-chemistry,physical-sciences
xyloketal	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xyloketose	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylomannan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylomycetophagous	biology,natural-sciences
xylomyid	biology,natural-sciences,zoology
xylonate	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylonic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylooligomer	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylopentaose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylophage	biology,natural-sciences
xylophagia	biology,medicine,natural-sciences,pathology,sciences
xylophagid	biology,natural-sciences,zoology
xylophene	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylophone	entertainment,lifestyle,music
xylophyte	biology,botany,natural-sciences
xylophytic	biology,botany,natural-sciences
xylopine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylopinine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xyloplastic	engineering,natural-sciences,physical-sciences
xylopodium	biology,botany,natural-sciences
xylopolysaccharide	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylopyranose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylopyranoside	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylopyranosyl	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylopyrography	art,arts
xyloquinone	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylorcin	chemistry,natural-sciences,physical-sciences
xylorimba	entertainment,lifestyle,music
xylorutinoside	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xyloryctid	biology,natural-sciences,zoology
xylosaccharide	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylosan	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylosidase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xyloside	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylosidic	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylostroma	biology,natural-sciences
xylostyptic	medicine,sciences
xylosyl	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylosylfructose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylosylprotein	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylosyltransferase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylotetraose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylotherapy	medicine,sciences
xylotile	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xylotomy	biology,botany,natural-sciences
xylotransferase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylotriose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylotroph	biology,natural-sciences
xylotrophic	biology,natural-sciences
xylotrophy	biology,natural-sciences
xyloyl	chemistry,natural-sciences,physical-sciences
xylulokinase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylulose	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xylyl	chemistry,natural-sciences,organic-chemistry,physical-sciences
xylylene	chemistry,natural-sciences,physical-sciences
xylylic	chemistry,natural-sciences,organic-chemistry,physical-sciences
xyphus	biology,entomology,natural-sciences
xyris	biology,botany,natural-sciences
xysma	medicine,sciences
xysmalobin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xystodesmid	biology,natural-sciences,zoology
xystus	architecture
xyz	cartography,computing,engineering,geography,mathematics,natural-sciences,physical-sciences,sciences,web-design
y&r	broadcasting,media,television
y-axis	algebraic-geometry,geometry,mathematics,sciences
y-chromosome	biology,genetics,medicine,natural-sciences,sciences
y-direction	algebraic-geometry,geometry,mathematics,sciences
y-front	business,clothing,fashion,lifestyle,manufacturing,textiles
y-intercept	mathematics,sciences
y-linked	biology,genetics,medicine,natural-sciences,sciences
y-o-y	mathematics,sciences,statistics
y/n	computing,engineering,lifestyle,mathematics,natural-sciences,physical-sciences,sciences
y/o	business,knitting,manufacturing,textiles
y10k	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
y10k_bug	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
y2k	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
y2k38	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
y2k_aesthetic	arts,fashion,graphic-design,lifestyle
y2k_pink	fashion,lifestyle
y_chromosome	biology,genetics,medicine,natural-sciences,sciences
ya	media,publishing
yabby_pump	biology,natural-sciences
yablochkov_candle	business,electrical,electrical-engineering,electricity,electromagnetism,energy,engineering,natural-sciences,physical-sciences,physics
yabrudian	archaeology,history,human-sciences,sciences
yacht	dice,games,nautical,transport
yacht_rock	entertainment,lifestyle,music
yafsoanite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
yagi-uda_antenna	broadcasting,media,radio
yagiite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
yagni	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences,software
yagura	government,hobbies,lifestyle,martial-arts,military,politics,sports,sumo,war,wrestling
yaguranage	government,hobbies,lifestyle,martial-arts,military,politics,sports,sumo,war,wrestling
yahoo	biology,cryptozoology,fiction,literature,media,natural-sciences,publishing,zoology
yahrzeit_candle	lifestyle,religion
yahtzee	dice,games
yahudi	Islam,lifestyle,religion
yahweh	lifestyle,religion
yahwism	lifestyle,religion
yahwist	lifestyle,religion
yahwistic	history,human-sciences,sciences
yajeine	chemistry,natural-sciences,organic-chemistry,physical-sciences
yajenine	chemistry,natural-sciences,organic-chemistry,physical-sciences
yakata	government,hobbies,lifestyle,martial-arts,military,politics,sports,sumo,war,wrestling
yakhchal	architecture
yakhontovite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
yakker	ball-games,baseball,games,hobbies,lifestyle,sports
yaksha	Buddhism,lifestyle,religion
yaku	board-games,games,mahjong
yakushi_nyorai	Buddhism,human-sciences,lifestyle,mysticism,mythology,philosophy,religion,sciences
yakutian_horse	biology,natural-sciences,zoology
yakutian_laika	biology,natural-sciences,zoology
yal	government,politics
yaldabaoth	Gnosticism,lifestyle,religion
yallahball	ball-games,games,hobbies,lifestyle,soccer,sports
yam	ball-games,basketball,games,hobbies,lifestyle,sports
yama	Buddhism,lifestyle,religion
yamaloka	Buddhism,lifestyle,religion
yamaskite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
yamato-e	art,arts
yaml	computer-languages,computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
yamogenin	chemistry,natural-sciences,organic-chemistry,physical-sciences
yana	Buddhism,lifestyle,religion
yandex	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
yang	human-sciences,philosophy,sciences
yang-baxter_equation	natural-sciences,physical-sciences,physics
yang-mills_theory	natural-sciences,physical-sciences,physics
yangambin	chemistry,natural-sciences,organic-chemistry,physical-sciences
yangite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
yangonin	chemistry,natural-sciences,organic-chemistry,physical-sciences
yanguan	geography,geology,natural-sciences
yankee	ball-games,baseball,gambling,games,hobbies,lifestyle,nautical,sports,transport
yankee_tunesmith	entertainment,lifestyle,music
yankees	ball-games,baseball,games,hobbies,lifestyle,sports
yannigan	ball-games,baseball,games,hobbies,lifestyle,sports
yanolite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
yanomamite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
yantra	lifestyle,religion
yao_graph	graph-theory,mathematics,sciences
yaoi	fiction,lifestyle,literature,media,pornography,publishing,sexuality
yaoi_hand	fiction,literature,media,publishing
yaoi_hole	fiction,literature,media,publishing
yaoicest	lifestyle
yaoigem	lifestyle
yaoislop	lifestyle
yaouri	lifestyle
yaourigem	lifestyle
yaourislop	lifestyle
yapsin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
yaqub	Islam,lifestyle,religion
yar	nautical,transport
yarage	nautical,transport
yarak	falconry,hobbies,hunting,lifestyle
yarborough	bridge,card-games,games
yard	business,drugs,finance,medicine,nautical,pharmacology,sciences,transport
yard-rope	nautical,transport
yard-sale	hobbies,lifestyle,skateboarding,skiing,snowboarding,sports
yard_jockey	rail-transport,railways,transport
yard_sale	hobbies,lifestyle,sports
yard_slug	rail-transport,railways,transport
yardage	American-football,ball-games,football,games,hobbies,lifestyle,sports
yardarm	nautical,transport
yardarm_it	nautical,transport
yarder	business,forestry
yardfowl	government,politics
yards	nautical,transport
yardsnap	nautical,transport
yare	nautical,transport
yari	engineering,government,military,natural-sciences,physical-sciences,politics,tools,war,weaponry
yarkovsky_effect	astrophysics
yarmouthian	geography,geology,natural-sciences
yarn	nautical,transport
yarn-beam	business,manufacturing,textiles
